"age","job","marital","education","balance","housing","loan","day","month","duration","previous","poutcome","y"
27,"management","single","unknown",3196,"no","no",9,"feb",10,0,"unknown","no"
48,"admin.","divorced","secondary",4099,"no","no",2,"apr",397,0,"unknown","yes"
26,"student","single","secondary",2572,"yes","no",5,"may",620,0,"unknown","no"
36,"management","single","tertiary",339,"no","no",21,"nov",6,0,"unknown","no"
42,"blue-collar","married","primary",0,"yes","yes",7,"may",209,0,"unknown","no"
50,"housemaid","married","primary",395,"yes","no",15,"may",419,0,"unknown","no"
49,"blue-collar","married","secondary",2039,"yes","no",18,"nov",283,0,"unknown","no"
45,"management","married","tertiary",5450,"no","no",8,"aug",188,0,"unknown","no"
23,"student","single","secondary",780,"no","no",16,"sep",267,0,"unknown","no"
38,"technician","single","secondary",0,"yes","no",7,"apr",196,0,"unknown","no"
32,"management","single","tertiary",8436,"yes","no",17,"apr",245,2,"failure","no"
60,"technician","single","primary",11262,"no","no",26,"aug",323,0,"unknown","yes"
30,"entrepreneur","married","secondary",946,"yes","no",19,"nov",1065,1,"other","no"
58,"housemaid","married","tertiary",497,"no","no",11,"jun",138,0,"unknown","no"
60,"retired","married","primary",55,"no","no",4,"jun",207,0,"unknown","no"
38,"services","married","secondary",-140,"no","no",25,"jun",456,0,"unknown","no"
51,"technician","married","secondary",-379,"yes","no",5,"aug",261,0,"unknown","no"
42,"admin.","married","secondary",-396,"yes","no",11,"may",80,4,"failure","no"
30,"services","single","secondary",0,"yes","no",18,"may",131,9,"failure","no"
40,"management","married","primary",733,"yes","no",6,"jun",94,0,"unknown","no"
37,"management","married","tertiary",393,"yes","no",14,"may",567,4,"failure","yes"
53,"technician","divorced","primary",7290,"yes","no",30,"may",153,0,"unknown","no"
27,"services","single","secondary",468,"yes","no",13,"may",109,0,"unknown","no"
39,"blue-collar","married","secondary",0,"yes","no",30,"apr",53,1,"failure","no"
39,"blue-collar","married","primary",3705,"yes","no",16,"jun",77,0,"unknown","no"
59,"retired","married","tertiary",9676,"no","no",27,"mar",234,0,"unknown","yes"
37,"services","married","secondary",1328,"yes","no",13,"may",121,4,"failure","no"
41,"blue-collar","married","primary",8,"yes","no",15,"jul",155,0,"unknown","no"
45,"blue-collar","married","primary",61,"no","no",17,"apr",108,0,"unknown","no"
48,"management","married","tertiary",6613,"no","no",17,"jun",159,0,"unknown","no"
48,"technician","married","secondary",302,"yes","no",26,"may",208,0,"unknown","no"
32,"blue-collar","married","secondary",1005,"no","no",12,"may",215,0,"unknown","no"
35,"services","married","secondary",109,"yes","no",6,"may",597,0,"unknown","no"
33,"management","single","tertiary",1240,"yes","no",4,"feb",505,1,"other","no"
28,"blue-collar","single","primary",0,"yes","yes",3,"jun",380,0,"unknown","no"
64,"retired","married","unknown",2923,"no","no",12,"mar",120,0,"unknown","no"
35,"technician","married","secondary",0,"no","no",27,"aug",106,0,"unknown","no"
33,"blue-collar","married","secondary",43,"yes","no",14,"may",332,2,"failure","no"
41,"technician","married","secondary",288,"yes","no",15,"may",221,0,"unknown","no"
34,"admin.","married","secondary",613,"yes","no",4,"jun",80,0,"unknown","no"
37,"technician","single","tertiary",6101,"no","no",4,"may",60,1,"success","no"
38,"blue-collar","married","primary",168,"yes","yes",13,"may",212,0,"unknown","no"
39,"blue-collar","married","primary",7685,"yes","no",14,"apr",493,0,"unknown","no"
35,"technician","divorced","tertiary",4515,"yes","no",19,"nov",98,0,"unknown","no"
28,"blue-collar","single","secondary",517,"no","yes",8,"jul",681,0,"unknown","yes"
27,"blue-collar","single","secondary",148,"no","no",22,"jul",203,0,"unknown","no"
48,"retired","married","primary",-285,"no","yes",19,"nov",157,0,"unknown","no"
50,"blue-collar","married","secondary",887,"no","no",16,"jun",287,0,"unknown","no"
45,"self-employed","married","secondary",3098,"yes","no",7,"aug",159,0,"unknown","no"
41,"technician","married","tertiary",744,"yes","no",14,"may",125,0,"unknown","no"
39,"technician","married","secondary",130,"no","no",8,"jul",202,0,"unknown","no"
44,"management","married","secondary",438,"yes","no",8,"may",37,1,"failure","no"
54,"admin.","married","secondary",0,"no","no",28,"jan",161,2,"failure","yes"
49,"management","married","tertiary",322,"no","no",6,"aug",72,0,"unknown","no"
34,"blue-collar","single","secondary",186,"no","no",2,"feb",342,0,"unknown","no"
75,"retired","divorced","tertiary",3810,"yes","no",16,"nov",262,1,"failure","yes"
42,"management","married","tertiary",0,"no","no",13,"aug",325,0,"unknown","no"
53,"blue-collar","married","secondary",4380,"no","no",19,"aug",223,0,"unknown","no"
49,"management","divorced","tertiary",755,"no","no",31,"jul",1212,0,"unknown","yes"
31,"services","single","secondary",2070,"no","no",29,"aug",319,0,"unknown","no"
45,"blue-collar","single","primary",999,"no","no",29,"jan",182,0,"unknown","no"
39,"self-employed","married","secondary",167,"yes","yes",17,"jul",330,0,"unknown","no"
46,"technician","married","secondary",1322,"yes","yes",19,"nov",514,0,"unknown","no"
42,"admin.","divorced","secondary",1076,"yes","no",14,"may",213,0,"unknown","no"
37,"management","married","tertiary",502,"yes","no",7,"may",551,1,"failure","no"
26,"technician","single","tertiary",1216,"yes","no",16,"apr",472,0,"unknown","no"
37,"management","single","tertiary",876,"yes","no",15,"apr",140,2,"failure","no"
36,"services","single","secondary",342,"yes","no",7,"may",142,0,"unknown","no"
29,"blue-collar","single","primary",950,"yes","no",4,"jun",135,0,"unknown","no"
36,"blue-collar","married","primary",973,"yes","yes",23,"may",293,0,"unknown","no"
26,"technician","married","tertiary",3825,"yes","no",13,"may",107,0,"unknown","no"
32,"blue-collar","married","secondary",2366,"yes","no",20,"may",127,0,"unknown","no"
40,"management","married","tertiary",542,"yes","no",20,"nov",1816,0,"unknown","no"
53,"management","married","primary",995,"no","no",4,"feb",200,0,"unknown","no"
29,"management","married","tertiary",20,"yes","no",12,"may",418,0,"unknown","no"
34,"technician","single","tertiary",228,"yes","no",22,"jul",387,0,"unknown","no"
43,"blue-collar","married","secondary",130,"no","no",5,"may",156,3,"failure","no"
56,"management","married","tertiary",217,"no","yes",21,"jul",121,0,"unknown","no"
55,"entrepreneur","divorced","tertiary",0,"no","no",6,"jun",108,0,"unknown","no"
31,"self-employed","married","tertiary",259,"yes","no",7,"may",47,0,"unknown","no"
27,"admin.","single","secondary",619,"yes","no",20,"apr",16,4,"other","no"
36,"management","married","secondary",644,"yes","no",18,"nov",54,0,"unknown","no"
44,"management","married","tertiary",22,"yes","no",6,"aug",265,0,"unknown","no"
37,"admin.","divorced","tertiary",4303,"yes","no",23,"may",168,0,"unknown","no"
30,"admin.","single","secondary",239,"yes","no",7,"may",115,0,"unknown","no"
42,"technician","single","secondary",275,"no","no",26,"aug",31,0,"unknown","no"
30,"management","married","tertiary",1221,"yes","no",25,"jul",279,0,"unknown","yes"
62,"retired","married","secondary",816,"no","no",1,"sep",28,0,"unknown","no"
24,"blue-collar","married","secondary",1222,"yes","no",20,"apr",369,0,"unknown","no"
31,"technician","married","secondary",2363,"yes","no",13,"may",247,0,"unknown","no"
66,"retired","married","tertiary",2262,"no","no",22,"apr",155,0,"unknown","no"
47,"admin.","married","secondary",2,"no","no",10,"jul",89,0,"unknown","no"
39,"entrepreneur","married","tertiary",2,"yes","no",17,"nov",180,0,"unknown","no"
35,"technician","married","secondary",4508,"yes","no",18,"nov",854,0,"unknown","yes"
35,"admin.","divorced","secondary",-402,"yes","no",17,"apr",46,0,"unknown","no"
27,"technician","married","secondary",1577,"yes","yes",28,"may",266,0,"unknown","no"
32,"blue-collar","married","secondary",34,"yes","no",5,"may",321,0,"unknown","no"
44,"management","married","tertiary",795,"no","no",28,"aug",99,0,"unknown","no"
42,"blue-collar","married","secondary",117,"yes","no",9,"may",147,0,"unknown","no"
34,"self-employed","single","tertiary",5462,"no","no",30,"apr",430,0,"unknown","yes"
25,"services","single","secondary",402,"no","yes",7,"jul",264,0,"unknown","no"
40,"technician","single","secondary",641,"no","no",16,"jul",156,0,"unknown","no"
43,"management","divorced","tertiary",36,"no","no",26,"may",118,2,"failure","no"
55,"unemployed","married","tertiary",383,"no","no",6,"may",343,0,"unknown","no"
50,"blue-collar","married","secondary",283,"yes","no",7,"aug",226,0,"unknown","no"
45,"management","divorced","tertiary",0,"no","no",1,"jun",5,0,"unknown","no"
35,"blue-collar","divorced","secondary",3102,"yes","no",20,"nov",138,0,"unknown","no"
32,"blue-collar","married","secondary",889,"yes","no",10,"sep",185,5,"success","yes"
59,"housemaid","married","secondary",0,"no","no",3,"feb",722,4,"failure","no"
34,"self-employed","married","secondary",-370,"yes","no",21,"may",748,0,"unknown","no"
39,"management","married","tertiary",-606,"yes","no",26,"may",142,0,"unknown","no"
40,"management","single","secondary",10378,"yes","no",17,"nov",523,0,"unknown","no"
36,"blue-collar","single","primary",1313,"yes","no",20,"jun",8,0,"unknown","no"
40,"management","married","tertiary",8969,"yes","no",17,"nov",153,0,"unknown","no"
55,"self-employed","married","secondary",-196,"yes","no",20,"may",210,0,"unknown","no"
38,"entrepreneur","married","secondary",15,"yes","no",10,"jul",121,0,"unknown","no"
61,"admin.","married","secondary",4608,"no","no",12,"mar",212,0,"unknown","yes"
41,"management","married","tertiary",666,"yes","no",21,"may",253,0,"unknown","no"
57,"blue-collar","married","primary",452,"yes","no",13,"may",139,0,"unknown","no"
48,"blue-collar","married","secondary",149,"yes","no",9,"may",71,0,"unknown","no"
77,"retired","married","tertiary",7802,"no","no",4,"may",421,2,"success","yes"
35,"services","married","secondary",1453,"yes","no",28,"may",199,0,"unknown","no"
54,"blue-collar","married","secondary",1480,"yes","no",14,"may",108,0,"unknown","no"
37,"management","single","unknown",715,"yes","no",20,"may",247,0,"unknown","no"
56,"management","single","secondary",237,"yes","no",9,"jul",236,0,"unknown","no"
40,"technician","married","secondary",694,"yes","no",4,"feb",97,5,"failure","no"
40,"management","married","tertiary",0,"no","no",14,"jul",109,0,"unknown","no"
54,"management","married","tertiary",55,"yes","no",2,"jun",112,0,"unknown","no"
55,"housemaid","married","primary",136,"yes","no",19,"jun",15,0,"unknown","no"
55,"services","divorced","secondary",-404,"yes","no",22,"jul",502,0,"unknown","no"
52,"blue-collar","married","primary",779,"yes","no",16,"may",30,0,"unknown","no"
55,"blue-collar","single","primary",1187,"yes","no",2,"jun",193,0,"unknown","no"
33,"management","married","tertiary",641,"yes","no",13,"aug",347,0,"unknown","no"
52,"blue-collar","married","unknown",826,"yes","no",15,"may",468,0,"unknown","no"
33,"services","divorced","secondary",991,"yes","no",27,"may",148,0,"unknown","no"
53,"admin.","married","secondary",1796,"no","no",16,"mar",295,2,"success","yes"
46,"admin.","married","secondary",22,"no","no",26,"aug",388,0,"unknown","yes"
44,"technician","single","secondary",244,"yes","no",12,"aug",1735,0,"unknown","yes"
48,"management","divorced","tertiary",1328,"yes","no",6,"may",339,0,"unknown","no"
50,"housemaid","married","secondary",7317,"yes","no",13,"may",172,1,"failure","no"
34,"technician","single","secondary",4943,"yes","yes",19,"nov",117,0,"unknown","no"
38,"technician","single","secondary",258,"no","yes",20,"jun",587,0,"unknown","no"
42,"management","single","tertiary",515,"yes","no",19,"nov",501,0,"unknown","no"
32,"management","single","tertiary",12607,"no","no",14,"aug",203,1,"failure","no"
58,"admin.","married","secondary",2,"yes","yes",25,"jul",282,0,"unknown","no"
31,"management","married","tertiary",13,"no","no",28,"aug",110,0,"unknown","no"
19,"student","single","primary",103,"no","no",10,"jul",104,0,"unknown","yes"
41,"management","married","tertiary",3872,"no","no",15,"oct",231,0,"unknown","no"
31,"unemployed","married","secondary",296,"yes","no",20,"may",378,0,"unknown","no"
52,"self-employed","single","primary",217,"no","yes",15,"jul",193,0,"unknown","no"
42,"self-employed","divorced","tertiary",360,"yes","no",24,"jun",110,0,"unknown","no"
41,"blue-collar","single","secondary",428,"yes","no",12,"may",92,0,"unknown","no"
30,"blue-collar","single","secondary",315,"no","no",23,"jun",1407,0,"unknown","yes"
38,"blue-collar","married","secondary",121,"yes","yes",6,"feb",168,2,"failure","no"
32,"management","married","tertiary",820,"yes","no",17,"jul",738,0,"unknown","no"
52,"technician","married","secondary",195,"yes","no",18,"feb",220,5,"failure","yes"
48,"management","divorced","tertiary",108,"yes","no",27,"may",89,0,"unknown","no"
36,"management","married","tertiary",-381,"yes","no",31,"jul",30,0,"unknown","no"
45,"unemployed","divorced","primary",757,"no","no",20,"apr",103,4,"failure","no"
34,"technician","married","tertiary",691,"yes","yes",2,"jun",70,0,"unknown","no"
36,"blue-collar","married","primary",1925,"yes","no",20,"apr",904,0,"unknown","yes"
34,"management","married","tertiary",902,"yes","no",14,"may",159,2,"other","no"
61,"retired","married","secondary",5207,"no","no",11,"sep",336,2,"other","no"
54,"services","married","secondary",0,"no","no",19,"jun",220,0,"unknown","no"
50,"entrepreneur","married","secondary",665,"no","no",17,"nov",238,0,"unknown","no"
43,"admin.","divorced","secondary",738,"yes","no",21,"nov",585,4,"failure","no"
47,"blue-collar","married","primary",233,"no","no",8,"aug",293,0,"unknown","no"
45,"services","married","secondary",-839,"yes","no",28,"may",68,0,"unknown","no"
57,"retired","married","primary",5799,"no","no",17,"jun",97,0,"unknown","no"
27,"admin.","married","secondary",1033,"yes","no",9,"may",1713,0,"unknown","no"
49,"unemployed","divorced","secondary",66,"no","no",9,"jul",218,0,"unknown","no"
43,"services","married","primary",2567,"yes","no",14,"may",109,2,"failure","no"
40,"management","married","tertiary",1584,"yes","no",21,"nov",661,0,"unknown","no"
32,"services","single","secondary",182,"yes","no",6,"may",145,0,"unknown","no"
58,"management","married","primary",76,"yes","no",18,"may",54,0,"unknown","no"
34,"admin.","single","secondary",663,"yes","no",20,"apr",111,0,"unknown","no"
46,"technician","divorced","secondary",3455,"yes","no",14,"may",566,0,"unknown","no"
29,"blue-collar","married","secondary",15,"no","no",3,"jun",136,0,"unknown","no"
52,"blue-collar","married","primary",1054,"no","no",4,"aug",273,0,"unknown","no"
45,"management","married","tertiary",1529,"no","no",30,"jun",160,0,"unknown","no"
26,"management","single","secondary",63,"no","no",28,"jul",76,0,"unknown","no"
40,"technician","married","tertiary",0,"no","no",19,"aug",44,0,"unknown","no"
41,"admin.","married","secondary",920,"yes","yes",27,"may",239,0,"unknown","no"
47,"admin.","single","secondary",3696,"no","no",12,"jul",250,4,"success","yes"
27,"technician","single","unknown",59,"no","no",15,"jul",792,0,"unknown","no"
27,"services","married","secondary",0,"yes","no",23,"jul",198,0,"unknown","no"
48,"blue-collar","married","secondary",157,"yes","no",6,"may",73,0,"unknown","no"
49,"admin.","married","secondary",2465,"no","no",20,"aug",157,0,"unknown","no"
35,"blue-collar","married","primary",0,"yes","no",24,"jul",90,0,"unknown","no"
47,"self-employed","married","secondary",2,"no","no",5,"feb",236,0,"unknown","no"
54,"management","married","tertiary",0,"no","no",16,"jul",118,0,"unknown","no"
39,"management","single","tertiary",12437,"no","no",18,"nov",40,0,"unknown","no"
28,"student","single","secondary",378,"yes","no",17,"apr",346,0,"unknown","no"
54,"blue-collar","married","primary",211,"no","no",19,"jun",200,0,"unknown","no"
34,"technician","married","secondary",-228,"yes","no",20,"apr",187,3,"other","no"
63,"retired","married","secondary",2747,"no","no",11,"sep",113,1,"failure","no"
42,"self-employed","married","tertiary",1932,"yes","no",16,"may",192,0,"unknown","no"
